video_id,comment_number,sarcastic,comment
4VGd-pvSc0w,79,False,"Man give this woman a rainbow paint marker and some laxative.

She could make the craziest art.."
4VGd-pvSc0w,80,False,I love how her eye twitches everytime she drinks the paint then says she likes the taste of chemicals.🤣
4VGd-pvSc0w,81,False,Why doesn’t she become an art teacher? She will be having the time of her life
4VGd-pvSc0w,82,False,"this is fake, im pretty sure she would've died the first week of her addiction. 2 years is such a stretch"
4VGd-pvSc0w,83,False,I LOVE PAINT
4VGd-pvSc0w,84,False,"""I am addicted to drinking paint.""
""Paint.😀"" 
""Out of paint markers.""
""Wow😗."""
4VGd-pvSc0w,85,False,"1:58 “really?”
The shock in her voice aye"
4VGd-pvSc0w,86,False,How are you alive
4VGd-pvSc0w,87,False,Nature killin off the weak and brain dead
4VGd-pvSc0w,88,False,Did she die?
4VGd-pvSc0w,89,False,This woman is bob Ross’s biggest fear
4VGd-pvSc0w,90,False,🤢 she has a stronger stomach like a cow
4VGd-pvSc0w,91,False,Bro I again if she drank paint thinner….
4VGd-pvSc0w,92,False,"HOW HAS SHE SURVIVED. We need to study her. Did her body adapt. I just don’t understand over 2 years. Paint literally has the most toxic, damaging chemicals. Literally one paint marker would kill you. The fumes itself are capable of so much damage. Actually consuming it?!? Like wtf"
4VGd-pvSc0w,93,False,imagine her working in a paint factory were everyday paint buckets go missing
4VGd-pvSc0w,94,False,We need to take her to a paint store. She'll think it's disneyland
4VGd-pvSc0w,95,False,What you will say wow
4VGd-pvSc0w,96,False,Her skin tone is literally the color of the paint
4VGd-pvSc0w,97,False,Imagine if she went in for surgery and all of her stuff was just white
4VGd-pvSc0w,98,False,she has such a good friend though omg
4VGd-pvSc0w,99,False,1:52 idk I love the way she says wow
4VGd-pvSc0w,100,False,This reminds me of Josh dub
4VGd-pvSc0w,101,False,It’s surprising how much she looks like she would drink paint.
4VGd-pvSc0w,102,False,“No one knows i drink paint” the 18.5M people watching the video 👁👄👁
4VGd-pvSc0w,103,False,"My name is sub and im addicted to drincking piss

(Dont take thie seriously it was a joke)"
4VGd-pvSc0w,104,False,SO NICE DUDE
4VGd-pvSc0w,105,False,Perhaps try a little milk?? Just a thought.
4VGd-pvSc0w,106,False,This can't be real
4VGd-pvSc0w,107,False,Is it going to cry in her stomach or what
4VGd-pvSc0w,108,False,How many calories are on it
4VGd-pvSc0w,109,False,"Omg! 
Thats disgusting!
You know what my is strange addicted? 





to NOT DOING THESE!"
4VGd-pvSc0w,110,False,"""Mom of two beautiful children"" orphans soon."
4VGd-pvSc0w,111,False,This proves that drinking paint is safe
4VGd-pvSc0w,112,False,"This is so fake 
😜😜😜😂😂😂"
4VGd-pvSc0w,113,False,"i dRinK pwAinT tWo, iT mAkeS mE sMorT"
4VGd-pvSc0w,114,False,Her blood Rn:⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️
4VGd-pvSc0w,115,False,"How people on this show start eating these stuff in first place! like one day they're like ""ummm i wonder what that Paint taste like""! or what?
I would get it if they live in a poor conditions and they might die of hunger or thirst and they gotta drink something but she lives normal like any one of us!"
4VGd-pvSc0w,116,False,"Whoever is reading this, I wanted to say I hope you have a great day and that God loves you so much that he sent his son, Jesus,  to die on a cross for your sins and he rose again from the dead three days later. God Bless! ✝️🙏🏼⛪️

And also, He doesn’t want you to go to Hell but he wants you to go to Heaven with him but you have to be Saved. How do I get Saved you might ask? Here are the steps below on how to get Saved!

1. Confess to Jesus that you are a sinner and ask forgiveness for your sins.

2. Believe that God sent His Son (Jesus) to die on a cross for your sins and that he rose again from the dead 3 days later.

3. Ask Jesus to come into your heart and your life and for him to be your Lord and Savior forever.

4. Build a Personal Relationship with Jesus and Live for Him Forever.

I’m Praying for you and you are loved!"
4VGd-pvSc0w,117,False,She is mad
4VGd-pvSc0w,118,False,"Honey, i dont think that white stuff is paint"
4VGd-pvSc0w,119,False,I bet u her tough is white yellow blue yellow green
4VGd-pvSc0w,120,False,Hate when she cry like the paint is causing like a heroin craving that she might die if she miss a dose. stupidity 😐
4VGd-pvSc0w,121,False,How is she not dead
4VGd-pvSc0w,122,False,"Bob Ross: Ah time to paint wait- where's my paint!?
Heather: Oh I uh.... Well the thing is-"
4VGd-pvSc0w,123,False,Shows you how incredible our body resistance is
4VGd-pvSc0w,124,False,"Just eat chalk, less harmlessly"
4VGd-pvSc0w,125,False,At least she does not have to pay to get her teeth whitened
4VGd-pvSc0w,126,False,My name is heather😅
4VGd-pvSc0w,127,False,So that’s how Michael Jackson done it…
4VGd-pvSc0w,128,False,"It has that chemical taste and I like that 

IM LIKE THAT'S THE TASTE OF U DYING"
4VGd-pvSc0w,129,False,Her stomach: 🌈
4VGd-pvSc0w,130,False,you cant eat that lady do u want to die
4VGd-pvSc0w,131,False,1:45 do y’all see this Gail glasses
4VGd-pvSc0w,132,False,This woman’s soul is so colorful🥴
4VGd-pvSc0w,133,False,Strong independent black woman dependant on EBT: SHE NEEDS SOME WARM MILK!
4VGd-pvSc0w,134,False,"Paint lady: i am addicted to drinking paint


Friend: Really🤨"
4VGd-pvSc0w,135,False,This is juicy and josh  out of the boys ngl
4VGd-pvSc0w,136,False,"So she’s choosing paint over her kids and risking her own life just so her kids don’t know what she’s actually hiding, I know addictions can be kinda hard to control when it comes to something you do everyday which is lethal and dangerous, but her kids, I wouldn’t want to see my mom dead on the floor because she were eating paint"
4VGd-pvSc0w,137,False,How would an addiction like this even start or happen? 😳
4VGd-pvSc0w,138,False,"She betta work, good for her"
4VGd-pvSc0w,139,False,Why do they make everything look so appetizing tho?😭😭
4VGd-pvSc0w,140,False,Well is she suicidal? And is she still alive?
4VGd-pvSc0w,141,False,"Her:Almost like warm milk but with that chemical taste to it

Me: Why u sayin that like it taste like something everyone drinks🤨🤨"
4VGd-pvSc0w,142,False,Couldn’t bestie just switch to warm milk-
4VGd-pvSc0w,143,False,How do these people not die🤦‍♂️
4VGd-pvSc0w,144,False,Does anyone really believe this bs? I don’t believe shit coming out of tlc
4VGd-pvSc0w,145,False,This is nuts.
4VGd-pvSc0w,146,False,I saw this one and had to stop watching because I kept dry heaving “has a very strong chemical taste to it” ya 🤮
4VGd-pvSc0w,147,False,"I just confused how someone figures out ‘hmm you know what’s tasty, paint’"
4VGd-pvSc0w,148,False,this wants to make me vomit
4VGd-pvSc0w,149,False,"So her kids have seen it on her mouth or smelled it on her but not once asked ""hey mom are you aware you smell like the basement wall?"""
4VGd-pvSc0w,150,False,"""no one, no one knows that i drink paint""
the 18 millon ppl who watched this:🤡"
4VGd-pvSc0w,151,False,"ok but the way her eye twitches when she drinks it, this truly is an addiction-addiction like wtf"
4VGd-pvSc0w,152,False,She prob ded by now i saw this years ago hehe
4VGd-pvSc0w,153,False,Every time I think it can’t get any worse….
4VGd-pvSc0w,154,False,Van Goh drank yellow paint. Ummmmmm lead
4VGd-pvSc0w,155,False,oh nah uh
4VGd-pvSc0w,156,False,"I am a paint chemist the last 40+ yrs and - seriously - you are going to die horribly unless you stop. Those solvents & other chemicals cause brain cancer, nerve & liver damage/cancer and many other fatal health issues - you dont really want to die of dementia or liver cancer do you ? Its not a great way to go."
4VGd-pvSc0w,157,False,The intro sounds like her bio on a dating website 😂
4VGd-pvSc0w,158,False,"no one knows i drink this, not even my own kids"" now on world wide television"
4VGd-pvSc0w,159,False,"Woman: drinks paint is fine
Me: inhales smoke accidentally gets a choke"
4VGd-pvSc0w,160,False,Gotta ask. What color is her poop? Like if she drinks alot of blue paint does she make blue turds?
4VGd-pvSc0w,161,False,She could drink kefir which is like a thiccer milk but no chemical taste doe
4VGd-pvSc0w,162,False,I never wall no one drinking Paint the only bad thing that I do have is playing gta all night I try not to but I can’t help it I well sleep Until 10in stay up at like 4 a Clock in the morning
4VGd-pvSc0w,163,False,"every artist watching this:
👁👄👁"
4VGd-pvSc0w,164,False,Watch he drank the paint by Joshdub
4VGd-pvSc0w,165,False,Imagine heather going to a museum *licks paintings*
4VGd-pvSc0w,166,False,Oh of course it’s heather-😀
4VGd-pvSc0w,167,False,Do yall think her organs are painted 😳
4VGd-pvSc0w,168,False,Is she still alive...?
4VGd-pvSc0w,169,False,someone told her in highschool that if she ate all that makeup maybe she'd be pretty on the inside too and this is what happened
4VGd-pvSc0w,170,False,Her freaking eye is twitching as she drinks
4VGd-pvSc0w,171,False,A lot of people in this show I generally think just have really bad cases of pica.
4VGd-pvSc0w,172,False,Nobody but the 18 million people that watched this know but sure your secret is safe with me
4VGd-pvSc0w,173,False,broo that’s literally so gross😟😟😟😟😟😟😟😟😟…
4VGd-pvSc0w,174,False,Drink hot yogurt
4VGd-pvSc0w,175,False,Proper Britsh dishes.
4VGd-pvSc0w,176,False,aaaaaaaaaaaaaaaaaa holy furby aaaaaaaaaaaaa
4VGd-pvSc0w,177,False,theres a song about this...
4VGd-pvSc0w,178,False,Stop drinking paint it’s disgusting and embarrassing
4VGd-pvSc0w,179,False,"Heather: no one knows I drink paint
TLC: yeah only the 18 million people who saw this"
4VGd-pvSc0w,180,False,Just like milk🤦🏽‍♀️
4VGd-pvSc0w,181,False,Is it 100% lead based or semi gloss red
4VGd-pvSc0w,182,False,Anyone know what happened to her?
4VGd-pvSc0w,183,False,average potemkin main
4VGd-pvSc0w,184,False,I wonder if she knows the story about the kids who ate the paint
4VGd-pvSc0w,185,False,Her name is Heather but she is not and I mean NOT a Heather
4VGd-pvSc0w,186,False,"it's not good to drink paint, that's bad for you"
4VGd-pvSc0w,187,False,She must get high a lot from those paint burps
4VGd-pvSc0w,188,False,I feel like this is completely fake and not real. It’s definitely staged.
4VGd-pvSc0w,189,False,WE STAN BEST FRIEND
4VGd-pvSc0w,190,False,Trying to conversate with this woman when you know she drinks paint is like a hostage negotiation
4VGd-pvSc0w,191,False,From the thumbnail I thought it was a vape pen at first 😂
4VGd-pvSc0w,192,False,"So her kids have seen the paint around and in her mouth, smelled it on her breath, and she still thinks that they don't know. I- that's just a new level of delusional."
4VGd-pvSc0w,193,False,Her hair looks oily
4VGd-pvSc0w,194,False,"I'm wondering, everyone's making such a big deal about drugs, especially ones who are way less dangerous than alcohol which you can buy litteraly everywhere, but there's people like who litteraly drinks chemicals product and it doesn't ring them any bell"
4VGd-pvSc0w,195,False,"1:07 “no one knows that I drink paint”
*are you sure about that?*"
4VGd-pvSc0w,196,False,"“No one, no one knows about this”  TF- ITS ON YT LIKE BISH EVERYONE KNOWS THIS NOWW!!"
4VGd-pvSc0w,197,False,"""Viewers should not attempt""
Don't worry, I won't."
4VGd-pvSc0w,198,False,If I were Stephanie I would be crying because heather might d!e
4VGd-pvSc0w,199,False,She takes a shit and turns out a Jackson Pollock painting
4VGd-pvSc0w,200,False,When she die I want to see the autopsy report!
4VGd-pvSc0w,201,False,She must play grapplers
4VGd-pvSc0w,202,False,Kiddo's don't drink paint pls
4VGd-pvSc0w,203,False,"I don't know who, or why someone will believe this, because it's obviously fake."
4VGd-pvSc0w,204,False,Oh man....this is pretty insane ha ha.
4VGd-pvSc0w,205,False,I imagine her throat painted white and her stomach imagine if she drank red paint or black O.O
4VGd-pvSc0w,206,False,I agree paint tastes pretty good but how can u be addicted to it wtf
4VGd-pvSc0w,207,False,"She says the paint is like warm milk, but I always kinda pictured paint as being cold"
4VGd-pvSc0w,208,False,What made her drink paint at first
4VGd-pvSc0w,209,False,Everyone’s ignoring the fact that she successfully quit. Good for her.
4VGd-pvSc0w,210,False,""" No one knows that I drink paint "" 
18 million viewers watching "" Am I a joke to you?"""
4VGd-pvSc0w,211,False,im worry about the kids watching this video be like ----
4VGd-pvSc0w,212,False,OMG SHE GOING TO DIE WHY PAINT!🤮
4VGd-pvSc0w,213,False,0:18 who else saw her eye twitching 🤨
4VGd-pvSc0w,214,False,y she make it look so good
4VGd-pvSc0w,215,False,These damn grapplers
4VGd-pvSc0w,216,False,I hope her kids see this
4VGd-pvSc0w,217,False,I dare you to eat spray paint
4VGd-pvSc0w,218,False,See uh uh 🤢🤮
4VGd-pvSc0w,219,False,Is that Eddie's (EddieVR) wife 😂😂😂
4VGd-pvSc0w,220,False,If it's thick warm milk just drink icecream that's melted and kinda warm then
4VGd-pvSc0w,221,False,"She needs help, not hate"
4VGd-pvSc0w,222,False,That paint finna dry in her body 😭
4VGd-pvSc0w,223,False,That paint finna dry 😭
4VGd-pvSc0w,224,False,You can tell by her hair and skin that it’s causing problems
4VGd-pvSc0w,225,False,"Normal people: goes to restaurant to eat

Her: umn.. lets go to paint shop.."
4VGd-pvSc0w,226,False,Straight from the sped class
4VGd-pvSc0w,227,False,How are these people alive 😭🏃‍♀️
4VGd-pvSc0w,228,False,is almost like milk gir- what?
4VGd-pvSc0w,229,False,How is she not dead-
4VGd-pvSc0w,230,False,That painted your insides by the way
4VGd-pvSc0w,231,False,43 ummmm seriously!!
4VGd-pvSc0w,232,False,BITCH IT TASTE LIKE CHEMICALS BECAUSE IT DOSE HAVE CHEMICALS IN IT
4VGd-pvSc0w,233,False,"“Hi, my name is Millie. 
and I’m addicted to drinking 
Monster”"
4VGd-pvSc0w,234,False,wait the holocast didnt wipe her out then?
4VGd-pvSc0w,235,False,Bet there's a pot of gold at the end of her stream of puke
4VGd-pvSc0w,236,False,Joshdub needs her for content
4VGd-pvSc0w,237,False,When I get paint in my mouth I SCREAM
4VGd-pvSc0w,238,False,This is making me wanna puke this is gross
4VGd-pvSc0w,239,False,pov: you came from tiktok
4VGd-pvSc0w,240,False,Yo imagine her toilet
4VGd-pvSc0w,241,False,“Sometimes I stay up late anddd iii drink all the paint”
4VGd-pvSc0w,242,False,"It was ""paintful"" to watch"
4VGd-pvSc0w,243,False,POV  u saw this from tictoc
4VGd-pvSc0w,244,False,You know paint dries up and whenever you drink and that means there's paint drying up in your body
4VGd-pvSc0w,245,False,Nooo but the pic on video I thought she was vapinggggg😭
4VGd-pvSc0w,246,False,I just ate paint right now and it’s straight up disgusting 🤢
4VGd-pvSc0w,247,False,"""No one, no one, knows that I drink paint""

Everybody who is watching: 👁👄👁"
4VGd-pvSc0w,248,False,The camera person is just invisible
4VGd-pvSc0w,249,False,Some times I stay up late and I drink all the paint
4VGd-pvSc0w,250,False,What of she drinks so much that it dries up on her lungs or something and then it makes her stop breathing...
4VGd-pvSc0w,251,False,Just..  thicken warm milk while sniffing paint? ..... and drink the milk?
4VGd-pvSc0w,252,False,Oh yeah just my daily dose of chemicals I drink
4VGd-pvSc0w,253,False,She gone gone die if she don’t this fake
4VGd-pvSc0w,254,False,Does-does the color matter?
4VGd-pvSc0w,255,False,"Her: I eat paint
Me:so your whole stomach is art now?"
4VGd-pvSc0w,256,False,Who's here from tiktok🤪
4VGd-pvSc0w,257,False,pov: u came from tiktok
4VGd-pvSc0w,258,False,how is she still alive-
4VGd-pvSc0w,259,False,She probably dead already
4VGd-pvSc0w,260,False,"Me: My Strange Addiction supposed to help you quit your day unhealthy addiction right???
Cameraman: Okay we need pictures and vids of you drinking the paint so we can show your addiction so drink up! 🎨 🥤"
4VGd-pvSc0w,261,False,"Kids : mom where did all the paint go I need it for my school project 
Mom : oh I ate it"
4VGd-pvSc0w,262,False,Ooh: you here because of tiktok
4VGd-pvSc0w,263,False,Please I'm 15yo and I'm addicted to drink this too omg.
4VGd-pvSc0w,264,False,"*i see the thumbnail for the first time*

is that some sort of vape pen or smth?

*i read the title*

oh."
4VGd-pvSc0w,265,False,Girl you ok
4VGd-pvSc0w,266,False,What if her kids found this video-
4VGd-pvSc0w,267,False,It’s probably just milk
4VGd-pvSc0w,268,False,I need 💢😒to drink that
4VGd-pvSc0w,269,False,"No one knows I drink paint!




Video has 18m views"
4VGd-pvSc0w,270,False,Where is disgusting
4VGd-pvSc0w,271,False,Her name is literally heather like wtf
4VGd-pvSc0w,272,False,For kids in the future watching this be like: hey mom I don’t think you drinking paint was a good idea because now you’re in the hospital
4VGd-pvSc0w,273,False,Dosent look like heather
4VGd-pvSc0w,274,False,"The way she's like ""No one KNOWS"". And there's like 18m views so far 😂😂😂"
4VGd-pvSc0w,275,False,Hey mom what’s that white stuff on your teeth?
4VGd-pvSc0w,276,False,crazy people !
4VGd-pvSc0w,277,False,B-but vangough ate his paint and went insane so what about her now
4VGd-pvSc0w,278,False,Aww cmon she didn't 💀 uh anywaysss
4VGd-pvSc0w,279,False,"How do people get addicted to this stuff

Are they like hmmm i I wonder if I should eat this paint marker"
4VGd-pvSc0w,280,False,When she was drinking the paint her eye was like 👁👄〰 me: ummm girl?
4VGd-pvSc0w,281,False,"Her: drinks paint

Me: when i smell paint i gag asf"
4VGd-pvSc0w,282,False,Now 18m ppl know that u drink paint 😬
4VGd-pvSc0w,283,False,Who else is watching this in 2021
4VGd-pvSc0w,284,False,Ok but how is she not ded
4VGd-pvSc0w,285,False,"Her: Obviously they see it on my mouth and teeth and maybe smell it in my breath. But no one ,no one, no one knows that u drink paint. 

Me: Well maybe all those things are clues that probably give them good ideas that u might drink paint. 🎨🎨🎨🎨🎨🎨"
4VGd-pvSc0w,286,False,She needs some lord
4VGd-pvSc0w,287,False,I guess her whole insides are a house now.
4VGd-pvSc0w,288,False,"Well atleast it's a marker. Wait till she tries oil, acrylic or HOUSE paint"
4VGd-pvSc0w,289,False,"it also has that strong Chemical taste to it that perfect for me hehe👹


how is that good😐...."
4VGd-pvSc0w,290,False,"Alright imma just say it , that shit look good on her lip 😒🙈"
4VGd-pvSc0w,291,False,No wonder she is so white
4VGd-pvSc0w,292,False,Lord father help me in this place
4VGd-pvSc0w,293,False,"“no one knows that i drink paint” 
well now the whole world knows 😂"
4VGd-pvSc0w,294,False,"2:24
“I’m always here no matter what”

Sometimes it’s comforting to hear this."
4VGd-pvSc0w,295,False,"Josh dub the meme is real




Whoa dude my paint tast like colors"
4VGd-pvSc0w,296,False,Who’s here from tv?
4VGd-pvSc0w,297,False,I didnt realize how many calories were in paint lol
4VGd-pvSc0w,298,False,"Her but it is perfect for me 
Me  ok then how about milk is better"
4VGd-pvSc0w,299,False,"She probably gets high from it, must’ve been why she’s addicted."
4VGd-pvSc0w,300,False,HOW is she not dead?
a1rpr0Afhfg,1,False,Idk why but this look quite tasty
a1rpr0Afhfg,2,False,How the hell does she not get instantly sick doing this? Id have the worst acid reflexes of my life.
a1rpr0Afhfg,3,False,She autistic or something... no shade
a1rpr0Afhfg,4,False,But at the same time so it's really nasty and know you can't do that so you're trying to do it for TV could you in real life you don't like soap
a1rpr0Afhfg,5,False,How do I get it why do y'all like soap
a1rpr0Afhfg,6,False,Not gonna lie y’all wanted to eat those tide pods
a1rpr0Afhfg,7,False,I eat toothpaste
a1rpr0Afhfg,8,False,My face is always like this... 😬😬
a1rpr0Afhfg,9,False,Honestly idk but i do have rhe same issue 😭i crave soap .i do eat them but in minimal amount
a1rpr0Afhfg,10,False,I used to drink soapy water when i was a kid i loved it
a1rpr0Afhfg,11,False,All the chronic diseases are due to nutritional deficiencies especially minerals and vitamins. The health care doesn’t tell that because we will prevent the diseases
a1rpr0Afhfg,12,False,As a doctor I have learned that this is pica disorder due to mineral and trace mineral deficiency. She must check by hair analu9all the essential minerals
a1rpr0Afhfg,13,False,"REPENT TO ALLAH ALONE. JESUS IS SON OF MARY, NOT SON OF GOD. ALLAH IS THE ONE, ABSOLUTE, INDEPENDENT, EVER LIVING, ETERNAL GOD. ALLAH IS THE MASTER OF THE DAY OF JUDGEMENT. ALLAH IS THE EVIDENT. ALLAH IS THE CERTAINTY. ALLAH IS THE SOVEREIGN (THE SUPREME RULER).  HE DID NOT BEGET NOR WAS HE BEGOTTEN AND THERE IS NONE LIKE UNTO HIM. JESUS IS SON OF MARY, NOT SON OF GOD. REPENT TO ALLAH ALONE. ALLAH LOVES YOU. READ THE QURAN 4 ENLIGHTENMENT AND THE TRUTH. WE ARE SERVANTS OF ALLAH, NOT CHILDREN. SERVANTS!!!!!!!
THE HOLY SPIRIT IS ANGEL GABRIEL, NOT GOD, EMPHASIZING THE COMPLETE ONENESS OF ALLAH. 
JESUS IS A PROPHET+MESSENGER OF ALLAH AND WILL RETURN."
a1rpr0Afhfg,14,False,You know that can kill you?!?!
a1rpr0Afhfg,15,False,3:33 that sound scared me
a1rpr0Afhfg,16,False,this is honestly so sad and i’m so proud of her for working to overcome her addiction ❤️
a1rpr0Afhfg,17,False,I Am So Turned On By Her Clean Mouth And Pretty Pink Fingers...🫣🤫🤨😎😎😎 What?
a1rpr0Afhfg,18,False,"Her now 😋 😋:


Her stomach 😢 😭 😿:


Her in the toilet when theirs rain theres ⛈️ 🌩:"
a1rpr0Afhfg,19,False,I kinda wanna try it
a1rpr0Afhfg,20,False,They need to change the ingredients in the laundry detergent and make it taste like Cow manure
a1rpr0Afhfg,21,False,At least she is attempting to stop and staying positive. Some people kn this show are just like Oh well in not stopping
a1rpr0Afhfg,22,False,The title says woman eats over 100 vars of soap every year...didnt she say she's veen doing it for months?
a1rpr0Afhfg,23,False,She said she tastes it and its a lot more than tasting..
a1rpr0Afhfg,24,False,This poor girl needs some serious help. How is this not tearing up her stomach? I feel so bad for her.
a1rpr0Afhfg,25,False,That powder laundry soap is like fun dip..
a1rpr0Afhfg,26,False,I believe this cindition is called PICA its a psychological disorder where people eat things of no nutrtional value.
a1rpr0Afhfg,27,False,I’m adcid to to shampoo sope
a1rpr0Afhfg,28,False,She is temped “tempistt” to eat that shit
a1rpr0Afhfg,29,False,Honestly I will say I eat dove bars and I love the taste it just smells so good and I can’t help it
a1rpr0Afhfg,30,False,you ar goingn to die
a1rpr0Afhfg,31,False,I eat that too
a1rpr0Afhfg,32,False,"The BGMs at 3:28, 3:44, and 4:11 are extremely excellent. 4:46 is  especially wonderful opening with synths? Followed by the strings afterward."
